1 2423
2 4969
3 7199
4 9398
5 12050
6 13880
7 16260
8 18985
9 20515
10 22687
11 25424
12 28159
13 31063
14 31766
15 34605
16 37328
17 39584
18 43034
19 42930
20 45512
21 49157
22 51203
23 55740
24 56030
25 58675
26 55881
27 59829
28 62935
29 69616
30 70818
