0.596862	3802078
1.191612	7602275
1.786511	11410967
2.376806	15234758
2.967833	19058511
3.555715	22882297
4.149173	26706139
4.742077	30529830
5.330299	34353588
5.922337	38177335
6.51178	42001080
7.104273	45824751
7.694212	49648505
8.290776	53472281
8.889074	57296249
9.484666	61120172
10.087137	64944402
10.699701	68770619
11.316714	72596889
11.931255	76423179
12.54333	80249488
13.160297	84075608
13.773048	87901846
14.387718	91728130
14.99997	95554431
