1 898
2 1805
3 2659
4 2662
5 4254
6 5103
7 5943
8 6736
9 7618
10 8481
11 9191
12 10127
13 11018
14 11738
15 12483
16 13056
17 14010
18 15021
19 15934
20 16120
21 17711
22 18247
23 19317
24 20060
25 21045
26 21729
27 22871
28 23266
29 23033
30 24859
