1 4831
2 13829
3 16241
4 22814
5 29162
6 30528
7 50809
8 35109
9 55442
10 42924
11 76107
12 68636
13 58942
14 72211
15 93933
16 111515
17 111498
18 76601
19 92109
20 149714
21 147486
22 104224
23 130548
24 147543
25 116440
26 208086
27 123850
28 120621
29 149544
30 227388
