1 13268
2 28392
3 44280
4 57707
5 70439
6 84516
7 99536
8 154877
9 131987
10 139316
11 154170
12 167214
13 180386
14 196998
15 218722
16 228991
17 239837
18 243375
19 254558
20 264762
21 281896
22 283250
23 332828
24 344709
25 355939
26 355930
27 363558
28 397495
29 342877
30 418914
