1 386
2 552
3 1090
4 1421
5 1771
6 2079
7 2461
8 2744
9 3065
10 3523
11 3739
12 4248
13 4538
14 4872
15 5266
16 5600
17 5877
18 6141
19 6730
20 7040
21 7348
22 7581
23 7915
24 8065
25 8672
26 9076
27 9485
28 9769
29 10062
30 10363
