1 222
2 1114
3 1371
4 1992
5 2564
6 3071
7 3650
8 4118
9 4620
10 5199
11 5770
12 6188
13 6732
14 7229
15 7787
16 8291
17 8772
18 9274
19 9689
20 9565
21 10692
22 11279
23 11289
24 12100
25 12759
26 13047
27 13588
28 14335
29 15157
30 15331
